Colour (TCU),Turbidity (NTU),pH,Conductivity (uS/cm),Total Dissolved Solids (mg/l),Total Hardness (mg/l as CaCO3),Aluminium (mg/l),Chloride (mg/l),Total Iron (mg/l),Sodium (mg/l),Sulphate (mg/l),Zinc (mg/l),Magnesium (mg/l),Calcium (mg/l),Potassium (mg/l),Nitrate (mg/l),Phosphate (mg/l),Potability
8.54,0.76,7.42,165.49,209.46,53.2,0.05,152.35,0.1,107.72,391.85,3.59,2.2,77.97,5.74,17.85,1.23,potable
6.23,3.99,8.35,1032.29,317.68,101.15,0.02,74.83,0.01,35.01,374.55,0.13,32.1,128.76,36.68,21.18,0.01,potable
0.19,3.88,7.96,947.51,156.15,118.14,0.04,38.84,0.06,66.72,167.24,4.11,1.63,35.25,16.13,24.33,1.06,potable
14.23,2.64,6.51,872.66,855.06,108.99,0.01,154.44,0.03,102.72,300.0,4.88,62.8,9.17,7.23,6.4,1.55,potable
9.12,1.68,7.88,790.36,592.38,28.08,0.2,9.55,0.17,193.37,99.55,1.35,83.02,45.08,29.54,11.56,1.7,potable
4.17,2.8,7.46,873.73,704.17,211.37,0.2,26.43,0.17,1.65,185.65,4.67,34.58,142.01,46.37,10.96,0.75,potable
8.43,0.41,7.5,1366.57,790.75,29.15,0.18,112.11,0.02,13.75,164.97,1.03,50.28,141.38,42.69,19.7,0.37,potable
11.02,3.58,7.83,264.55,824.96,203.23,0.02,185.77,0.16,192.89,53.63,3.52,89.46,17.19,19.93,39.47,2.14,potable
1.13,1.7,6.76,1389.31,273.72,226.38,0.05,47.9,0.3,169.33,138.33,3.25,86.65,101.73,10.69,1.98,0.22,potable
1.55,1.76,8.34,613.18,753.82,264.99,0.18,58.57,0.11,71.49,108.97,3.75,71.47,26.85,23.69,19.51,1.99,potable
0.94,2.14,6.75,860.4,866.22,125.87,0.07,23.66,0.02,90.47,239.26,4.45,86.4,58.3,15.69,23.47,0.19,potable
5.39,2.91,7.23,1176.81,208.51,264.97,0.02,32.68,0.08,158.12,24.97,1.46,37.5,146.75,21.95,21.15,2.02,potable
3.39,3.93,6.81,597.86,759.35,111.03,0.14,79.39,0.0,5.06,384.66,2.28,90.65,15.81,46.62,27.01,1.22,potable
0.73,4.27,6.9,553.53,19.4,97.15,0.11,243.86,0.19,15.96,327.36,1.77,2.09,15.98,13.79,37.14,1.31,potable
3.02,0.52,7.65,1443.15,47.8,182.51,0.18,87.15,0.1,153.82,70.73,0.52,27.58,6.64,15.5,35.86,0.88,potable
8.28,4.2,8.36,11.69,431.76,90.15,0.08,32.45,0.02,44.14,247.36,4.47,45.61,47.31,28.4,8.47,0.78,potable
3.34,3.36,7.62,1020.35,252.25,272.26,0.01,88.15,0.12,81.87,88.79,4.46,14.41,33.15,19.93,11.19,2.17,potable
8.17,2.59,8.4,1458.93,348.41,59.62,0.0,170.74,0.14,187.54,327.26,0.82,33.27,32.11,4.95,0.03,0.93,potable
4.78,4.02,7.83,517.14,845.96,104.77,0.02,133.68,0.22,88.53,239.01,4.88,9.09,110.21,49.36,11.92,0.06,potable
11.4,4.31,6.62,1393.54,909.61,222.72,0.08,14.75,0.09,103.5,163.12,4.03,35.35,107.48,13.86,30.26,0.24,potable
10.21,4.65,7.11,644.57,869.3,233.33,0.03,100.55,0.28,43.49,50.1,0.19,73.76,90.94,16.76,34.2,2.09,potable
13.79,1.22,6.66,1441.26,200.23,73.42,0.2,65.78,0.14,4.74,122.2,2.93,83.78,16.16,2.09,22.82,1.92,potable
5.39,2.03,8.12,1368.74,125.44,236.94,0.12,46.77,0.2,197.05,227.09,1.85,63.26,75.49,16.26,42.6,0.16,potable
6.22,4.8,7.83,525.58,444.97,157.22,0.12,235.35,0.25,105.65,90.52,2.53,81.84,117.24,4.56,5.22,1.65,potable
5.14,3.6,8.39,611.47,678.36,167.61,0.17,48.69,0.13,19.92,365.05,2.79,4.16,84.55,16.38,14.43,0.3,potable
7.64,0.87,8.23,1384.33,259.13,267.57,0.17,54.4,0.07,19.31,382.79,4.28,15.26,83.12,5.28,13.97,2.09,potable
10.58,2.37,7.44,714.22,11.26,154.33,0.15,162.1,0.2,176.17,129.06,0.62,61.58,131.54,34.62,42.0,2.13,potable
0.52,3.67,8.15,481.89,299.5,242.94,0.1,47.17,0.0,80.17,147.34,0.26,35.47,139.34,23.83,32.49,2.16,potable
13.88,4.79,6.98,775.09,629.9,202.14,0.13,51.19,0.1,8.28,233.27,1.35,5.32,94.41,18.17,3.36,1.53,potable
0.96,1.26,7.46,1116.22,72.09,254.02,0.14,130.46,0.29,163.16,252.43,1.52,10.73,21.17,5.75,36.44,0.23,potable
10.25,0.48,6.87,1350.72,214.71,120.18,0.03,1.21,0.04,145.33,316.51,3.33,51.37,14.77,6.42,6.4,0.39,potable
3.85,3.33,6.98,507.16,511.35,145.39,0.06,132.93,0.28,92.2,243.71,2.25,49.59,69.93,4.71,34.49,0.33,potable
2.09,2.0,7.43,254.56,170.12,144.99,0.08,64.44,0.22,198.72,326.42,4.88,47.18,118.82,44.94,31.6,1.03,potable
5.07,4.76,7.26,914.13,904.44,274.92,0.16,42.3,0.12,11.83,101.75,2.85,57.17,133.76,44.69,31.67,0.69,potable
14.34,3.61,7.89,181.8,27.13,298.14,0.06,42.4,0.17,142.17,369.18,2.1,36.3,1.88,34.92,9.56,2.04,potable
12.86,2.63,8.0,298.14,678.36,162.54,0.14,101.29,0.28,117.26,245.86,1.11,10.52,102.24,14.76,21.47,1.8,potable
0.52,0.68,6.93,1169.99,934.69,288.62,0.1,202.94,0.16,54.15,146.8,3.19,94.73,86.68,20.72,25.49,0.12,potable
1.45,4.42,6.63,1087.26,400.15,68.98,0.01,123.74,0.29,97.48,247.86,1.71,96.22,13.27,19.86,44.14,0.48,potable
13.38,1.12,8.25,743.5,54.58,128.2,0.1,247.55,0.03,8.37,136.64,0.14,93.25,26.56,5.76,38.37,0.72,potable
9.47,3.81,6.67,587.84,103.66,264.9,0.13,174.77,0.01,37.67,22.53,3.41,19.93,80.75,2.49,30.28,1.18,potable
1.35,1.35,8.35,1466.59,498.37,282.9,0.15,165.42,0.05,125.61,92.53,1.25,90.05,26.17,29.71,12.38,0.82,potable
2.07,1.6,6.64,1172.52,753.31,57.53,0.15,102.9,0.2,82.48,361.22,1.52,95.86,16.79,36.1,10.42,0.31,potable
14.42,4.03,8.19,545.18,67.07,231.88,0.05,183.29,0.07,79.88,385.67,0.78,64.43,144.83,22.07,34.98,1.52,potable
8.54,4.73,7.43,509.21,30.94,298.63,0.11,26.68,0.25,102.4,177.55,0.15,79.32,130.26,15.75,6.85,0.54,potable
10.06,2.53,7.58,1396.29,240.94,213.37,0.19,9.74,0.03,21.49,30.81,2.88,93.47,71.73,26.97,37.38,0.44,potable
7.61,3.18,7.91,1251.31,605.59,225.06,0.08,118.23,0.22,72.74,33.31,1.8,16.04,98.09,21.42,7.75,1.15,potable
9.48,4.92,7.89,215.17,760.27,34.07,0.06,35.46,0.18,59.74,51.91,2.04,60.16,141.98,20.22,5.28,0.91,potable
8.77,3.87,7.04,121.08,90.98,178.86,0.09,243.35,0.17,122.28,12.75,3.97,74.97,4.77,1.32,30.25,1.27,potable
13.66,2.41,7.43,450.6,115.57,87.29,0.09,123.03,0.04,14.22,216.16,4.24,67.5,142.53,46.37,21.07,1.89,potable
9.88,0.9,7.41,811.6,869.07,133.54,0.09,241.59,0.0,110.72,335.74,4.96,93.86,31.95,41.58,8.22,2.09,potable
12.67,0.87,6.63,1022.36,2.99,291.92,0.05,242.42,0.29,175.98,44.74,1.25,35.45,24.75,15.71,2.83,1.35,potable
0.95,4.8,8.07,1127.95,906.0,152.71,0.0,99.22,0.17,23.65,322.49,3.16,76.51,20.05,13.77,5.8,1.87,potable
13.01,4.47,7.61,752.32,104.18,66.27,0.06,43.65,0.05,77.07,370.2,2.68,21.91,138.59,12.99,41.96,1.59,potable
4.48,0.77,7.68,1337.89,7.93,104.87,0.01,129.05,0.19,112.38,15.91,3.11,84.54,121.78,29.98,22.43,1.18,potable
4.48,0.01,8.48,946.98,685.17,174.5,0.06,49.0,0.09,140.94,273.43,0.79,94.44,122.8,23.18,18.09,1.3,potable
11.05,4.69,8.42,1306.0,302.46,274.35,0.13,201.79,0.11,128.32,67.71,1.1,65.39,78.34,7.27,37.96,0.99,potable
11.84,0.58,7.45,692.94,770.59,62.59,0.07,201.75,0.05,72.1,110.78,4.8,86.46,36.01,0.03,13.4,0.11,potable
4.03,2.79,7.68,165.25,181.9,231.97,0.19,11.4,0.02,55.27,57.26,2.76,58.4,134.69,42.93,28.1,0.18,potable
7.05,0.52,8.37,908.89,188.7,238.87,0.17,157.95,0.18,67.04,169.19,0.3,75.76,147.5,24.44,43.06,0.94,potable
9.03,1.99,8.23,511.91,481.26,258.69,0.09,82.81,0.03,151.38,377.35,1.96,29.53,22.33,43.06,24.64,1.56,potable
9.66,1.75,7.43,293.84,826.2,115.2,0.12,181.08,0.23,126.31,191.44,0.04,58.78,93.67,0.63,38.36,0.97,potable
13.12,0.02,7.29,1163.16,665.22,229.15,0.13,1.27,0.04,154.95,152.47,2.19,19.45,64.36,49.83,34.76,0.07,potable
7.86,2.85,8.25,231.33,545.83,156.89,0.08,196.58,0.11,167.46,52.49,2.96,75.28,116.89,35.43,33.5,0.02,potable
7.72,1.44,6.71,87.18,545.03,162.23,0.07,209.98,0.04,6.45,184.33,2.58,86.56,92.57,13.31,36.6,0.18,potable
14.53,1.69,7.85,657.62,566.41,274.53,0.09,64.2,0.21,22.96,157.99,3.24,8.82,131.35,22.0,19.08,1.65,potable
1.24,0.39,7.07,595.34,100.23,138.25,0.12,95.52,0.03,170.21,321.03,2.96,95.0,5.74,43.01,42.11,1.29,potable
8.02,1.37,7.66,824.28,335.94,282.47,0.03,117.7,0.1,104.68,57.84,4.67,83.18,76.01,27.79,35.47,2.06,potable
5.84,4.24,7.85,808.4,661.6,193.86,0.07,108.16,0.04,38.29,38.02,4.79,34.85,99.62,36.43,44.36,0.12,potable
0.01,2.92,6.65,1456.61,912.43,275.86,0.04,223.6,0.19,145.14,22.22,3.74,32.79,99.66,33.23,4.98,0.06,potable
4.97,3.01,6.86,602.05,36.33,144.03,0.19,177.79,0.21,13.55,346.94,2.4,57.4,130.46,44.56,3.69,1.85,potable
3.42,2.79,6.93,388.29,159.89,118.38,0.08,97.46,0.02,40.52,68.3,0.2,40.3,50.21,45.69,33.06,1.36,potable
13.36,1.65,7.19,1110.15,120.83,70.02,0.02,126.56,0.09,40.4,223.71,0.15,87.23,125.99,17.9,2.0,1.61,potable
9.39,4.85,7.42,1131.74,833.25,50.24,0.08,123.92,0.07,25.63,314.21,3.42,74.19,40.33,2.39,19.83,0.41,potable
10.81,2.31,6.55,976.36,98.67,78.52,0.16,186.52,0.09,127.47,135.62,4.14,90.52,102.64,1.34,30.44,1.19,potable
12.59,1.43,6.58,914.65,276.37,141.21,0.2,35.78,0.08,152.21,58.06,2.15,37.07,119.18,4.54,42.34,1.11,potable
3.37,4.6,7.9,722.84,823.14,252.38,0.18,38.68,0.09,118.22,29.72,0.88,23.86,35.82,1.64,32.88,2.1,potable
7.03,0.53,7.11,1013.28,842.81,28.21,0.03,209.67,0.29,98.7,378.68,0.9,9.8,40.79,3.82,16.85,1.68,potable
10.87,2.79,6.94,1029.22,814.6,157.06,0.1,169.55,0.29,36.08,35.11,0.38,11.33,114.16,24.15,17.62,2.0,potable
13.64,3.75,6.67,833.13,253.85,206.46,0.12,47.04,0.09,25.24,369.91,2.92,7.5,127.79,24.65,5.76,0.02,potable
8.95,2.08,7.75,589.32,298.54,37.2,0.14,200.86,0.11,198.46,287.28,0.36,93.23,137.89,21.53,5.9,0.6,potable
0.2,3.66,7.86,1447.64,659.44,28.22,0.09,15.41,0.19,170.75,130.64,2.91,58.72,98.36,33.12,4.25,0.12,potable
2.22,1.11,6.64,551.03,40.93,84.17,0.15,141.67,0.04,26.96,195.18,2.16,75.99,22.66,41.31,29.54,0.15,potable
8.65,4.91,7.02,1278.39,99.47,127.32,0.16,2.81,0.04,180.16,304.29,0.73,33.47,84.44,11.88,9.53,1.57,potable
13.52,1.19,8.27,1201.15,8.15,239.46,0.13,52.91,0.29,134.54,330.29,2.86,1.61,86.22,39.96,11.03,0.8,potable
11.83,1.53,7.06,3.95,851.71,160.42,0.07,143.27,0.3,69.07,218.17,3.16,13.83,47.72,6.97,25.74,1.45,potable
9.37,1.86,8.39,1432.26,959.46,25.87,0.09,82.18,0.15,187.14,336.24,2.47,34.26,78.1,25.16,12.94,0.34,potable
2.39,4.51,7.51,622.1,357.65,246.02,0.09,86.96,0.11,20.02,265.39,0.36,40.44,123.12,1.19,16.99,1.53,potable
13.8,2.36,7.31,1324.23,534.69,69.95,0.13,70.74,0.14,89.18,144.29,0.04,3.97,17.77,39.55,14.35,2.07,potable
11.83,0.53,7.97,641.56,548.39,232.27,0.08,109.51,0.11,81.25,84.54,4.34,14.92,18.27,18.3,35.38,1.27,potable
7.79,4.07,7.39,349.18,497.48,29.97,0.18,218.06,0.23,72.52,323.69,2.1,80.78,105.22,2.76,4.33,1.34,potable
13.83,4.87,8.32,240.35,753.48,84.6,0.07,222.16,0.15,124.87,258.26,2.16,42.85,23.14,35.52,39.24,0.38,potable
5.32,4.42,6.51,493.07,683.85,14.95,0.06,240.64,0.16,30.09,370.39,0.69,73.24,52.75,31.04,0.51,0.25,potable
4.76,3.35,7.52,488.26,743.67,99.0,0.17,143.8,0.1,141.78,234.84,0.13,87.89,93.92,10.8,37.0,0.54,potable
1.52,1.64,6.51,561.71,269.03,37.31,0.04,20.37,0.11,76.65,92.72,3.83,68.13,103.31,10.95,9.19,0.51,potable
7.45,1.19,7.85,1185.67,71.81,265.12,0.13,76.33,0.1,18.31,99.35,0.8,81.95,11.37,7.21,15.97,0.62,potable
14.37,3.85,7.24,233.91,292.36,160.69,0.11,21.58,0.24,188.29,73.26,2.34,46.46,75.58,12.96,33.57,1.41,potable
2.31,2.46,6.53,315.99,280.45,81.51,0.09,184.6,0.16,168.18,182.04,2.43,68.78,25.07,44.01,10.59,0.94,potable
2.94,1.63,7.73,160.66,159.51,94.93,0.09,9.06,0.26,99.89,383.29,2.41,39.63,66.76,37.39,10.65,1.6,potable
1.24,3.3,6.76,277.7,708.74,172.57,0.14,202.33,0.09,58.74,380.79,3.88,94.39,71.41,27.65,40.6,0.22,potable
10.62,3.16,6.84,78.73,186.08,217.39,0.18,77.87,0.01,46.47,320.19,0.07,58.46,76.38,17.44,16.57,0.65,potable
3.82,2.51,7.17,1231.77,779.09,59.14,0.03,231.39,0.04,147.65,14.14,0.95,62.33,125.9,13.58,26.07,1.28,potable
13.61,2.34,6.88,1083.27,337.69,34.61,0.16,180.81,0.24,195.85,328.02,0.49,86.72,17.19,8.75,28.34,1.85,potable
3.02,4.68,7.66,798.48,200.53,230.94,0.07,80.06,0.15,151.33,234.25,3.13,17.38,26.09,17.46,44.93,0.05,potable
12.26,4.72,7.21,286.39,37.61,11.67,0.09,167.8,0.08,144.16,327.08,4.25,70.08,69.96,1.92,26.58,2.1,potable
0.15,2.9,7.6,1337.03,650.4,279.47,0.19,178.18,0.15,122.96,83.46,1.96,37.72,116.7,38.74,27.84,1.38,potable
2.57,0.9,6.51,790.04,399.66,4.12,0.16,226.72,0.14,32.16,31.56,3.18,82.58,47.95,42.07,11.12,2.02,potable
14.03,3.82,7.37,720.36,23.29,148.4,0.08,71.57,0.06,21.38,353.63,0.71,31.22,127.41,26.33,11.27,0.8,potable
4.38,3.83,6.67,1469.18,172.55,56.65,0.01,22.82,0.03,114.13,127.55,1.95,71.89,121.82,43.3,42.38,0.05,potable
2.1,2.75,7.12,215.02,367.27,57.36,0.13,107.96,0.0,125.88,336.04,2.33,69.96,0.81,2.28,19.11,0.34,potable
1.59,3.97,7.68,428.85,776.98,263.41,0.08,148.36,0.16,63.04,69.61,3.08,19.42,109.59,10.96,22.99,1.07,potable
5.5,3.85,6.63,296.21,263.3,144.75,0.17,178.48,0.18,90.55,379.96,4.53,59.42,104.12,12.37,18.5,2.04,potable
6.29,2.77,7.41,1136.96,949.18,192.55,0.18,64.84,0.01,79.52,251.04,1.26,23.98,94.56,22.79,9.85,1.92,potable
14.73,4.3,6.64,882.28,18.96,212.26,0.02,224.99,0.08,172.44,380.72,1.28,57.35,130.22,32.89,7.18,0.38,potable
1.12,1.27,6.84,329.49,152.01,28.42,0.11,184.41,0.25,175.96,393.23,2.62,73.06,47.17,4.49,16.06,0.88,potable
5.94,4.57,6.92,630.78,775.91,127.94,0.14,153.83,0.13,41.23,237.17,4.84,46.12,81.26,34.58,36.65,1.45,potable
13.32,0.16,7.34,1491.2,132.51,266.04,0.09,193.48,0.13,50.71,60.86,2.08,11.68,107.05,8.91,28.99,1.83,potable
8.74,3.54,7.65,1226.4,898.23,100.24,0.09,139.81,0.02,189.41,260.14,4.7,34.32,87.52,38.78,1.89,2.02,potable
1.76,1.98,8.5,625.06,318.24,297.37,0.12,44.31,0.12,19.42,71.6,2.52,1.56,22.56,16.21,10.07,2.17,potable
5.72,2.5,7.69,509.11,111.24,148.16,0.16,241.12,0.02,24.98,399.55,1.03,97.01,146.57,11.85,44.74,1.78,potable
1.6,0.76,6.81,1143.06,340.59,188.99,0.13,106.68,0.11,44.43,126.07,3.15,95.02,48.95,12.25,34.75,0.49,potable
11.76,0.96,6.92,411.24,65.44,172.21,0.04,37.63,0.16,160.68,182.35,3.53,89.1,76.97,27.9,31.74,0.41,potable
12.62,2.98,7.89,937.15,93.2,34.08,0.12,81.33,0.08,65.72,333.48,0.78,27.44,48.2,17.22,4.87,2.13,potable
4.73,1.88,7.0,762.25,304.05,89.25,0.11,136.88,0.02,176.96,175.72,0.11,17.79,110.08,48.94,35.29,2.03,potable
8.28,4.31,7.36,261.98,427.29,53.87,0.17,117.1,0.28,100.19,5.81,0.96,82.48,0.35,9.08,2.32,1.57,potable
10.55,2.73,7.92,744.16,251.01,248.28,0.1,11.31,0.21,18.69,281.87,0.98,55.63,149.81,39.31,6.12,1.44,potable
9.58,3.42,7.57,1499.99,728.95,142.83,0.02,94.97,0.16,185.4,383.9,0.23,42.16,115.26,5.55,36.2,1.8,potable
7.56,4.05,6.95,1335.59,899.16,80.75,0.02,126.67,0.1,42.69,162.86,0.01,46.08,115.13,1.92,24.51,1.29,potable
8.35,2.03,7.56,1360.98,95.91,234.96,0.19,220.77,0.29,137.42,204.65,2.88,27.59,149.14,20.05,3.31,1.67,potable
6.55,3.74,6.88,937.05,9.49,159.5,0.01,225.73,0.22,107.68,80.28,4.32,31.55,138.1,8.29,2.51,0.65,potable
10.94,1.14,6.66,808.36,755.25,183.63,0.17,109.14,0.17,120.47,275.41,0.32,82.33,139.04,1.86,43.73,2.16,potable
4.86,2.03,7.5,1420.07,298.07,275.99,0.17,60.47,0.01,135.11,128.81,4.02,61.24,93.53,44.71,25.22,0.78,potable
10.59,0.1,7.49,1487.49,572.36,271.22,0.06,22.13,0.17,9.73,324.98,0.63,26.03,5.48,23.26,14.46,0.01,potable
7.26,0.92,6.81,608.13,389.67,82.75,0.15,96.94,0.19,108.48,362.14,3.53,55.84,11.8,31.34,42.81,0.72,potable
9.91,2.16,8.25,75.13,982.12,164.18,0.18,70.3,0.16,116.57,288.93,0.14,43.08,117.76,21.92,18.11,1.01,potable
8.45,0.06,6.9,834.3,482.91,85.71,0.17,112.07,0.16,155.84,320.45,1.68,76.15,37.0,30.27,44.43,1.67,potable
0.14,4.11,8.4,413.7,327.72,224.44,0.01,121.05,0.15,13.59,179.15,2.57,83.64,37.2,17.65,8.82,0.52,potable
5.01,3.87,6.84,142.89,136.98,162.51,0.05,234.69,0.29,72.54,324.02,4.35,73.85,102.29,35.07,12.41,1.51,potable
5.0,0.19,8.29,1294.62,245.08,64.34,0.01,83.85,0.0,72.85,167.96,2.03,9.67,7.78,19.45,17.83,1.93,potable
11.65,3.42,8.42,953.07,874.82,266.07,0.08,196.48,0.03,84.4,324.56,2.61,62.16,116.21,30.27,44.36,1.71,potable
12.87,0.57,7.9,145.15,318.63,198.65,0.05,203.45,0.13,30.76,282.9,3.67,53.9,118.82,34.53,40.15,0.75,potable
1.97,4.27,6.52,252.23,963.28,255.07,0.17,122.7,0.24,67.94,357.32,2.44,97.74,127.3,29.22,12.35,0.19,potable
5.49,3.51,7.43,80.99,310.01,33.59,0.03,64.06,0.05,96.01,334.51,4.46,46.53,101.29,49.97,14.7,1.28,potable
11.62,4.27,6.74,203.41,429.41,114.13,0.19,124.17,0.07,81.75,110.02,1.67,81.75,77.35,20.76,38.03,0.74,potable
11.34,0.14,8.48,1397.23,304.62,147.79,0.07,151.38,0.2,134.32,14.49,0.69,63.04,50.73,45.64,42.95,1.41,potable
3.32,0.91,6.68,1243.18,213.41,160.36,0.2,61.78,0.29,178.28,292.18,0.36,17.59,71.77,8.61,5.02,0.41,potable
6.47,0.12,7.45,221.3,863.22,238.11,0.16,29.04,0.09,165.42,265.86,2.98,8.13,113.75,19.61,30.51,1.44,potable
1.09,1.36,8.28,144.61,73.45,154.25,0.15,92.81,0.29,173.42,249.9,4.22,47.82,20.85,27.57,19.75,1.35,potable
1.66,4.68,8.03,1094.62,945.56,280.37,0.17,44.53,0.12,5.2,236.67,3.41,80.28,142.23,43.76,24.28,1.18,potable
7.27,4.91,7.34,250.52,627.41,186.33,0.13,173.96,0.24,188.71,9.27,4.75,92.45,42.47,34.6,33.17,0.65,potable
2.94,3.57,6.61,492.21,374.28,233.36,0.05,155.93,0.06,110.01,392.12,0.59,75.64,75.74,48.15,3.22,0.99,potable
14.36,1.43,6.79,86.79,432.89,138.62,0.08,197.32,0.28,157.59,187.98,3.04,71.3,32.4,31.66,34.94,1.71,potable
4.34,3.61,6.74,1316.4,385.98,172.22,0.12,21.14,0.14,132.08,290.9,3.56,20.41,46.23,5.57,30.85,1.35,potable
4.42,4.61,8.11,1456.64,990.83,144.65,0.11,67.18,0.24,166.41,205.02,2.08,14.4,88.81,48.69,25.55,0.27,potable
6.23,0.05,7.53,308.67,780.64,50.0,0.17,77.7,0.03,74.02,236.33,2.65,54.92,78.54,49.53,22.91,1.36,potable
5.38,4.36,8.26,1011.09,449.68,205.76,0.2,53.79,0.15,110.45,248.27,1.59,60.78,54.66,7.41,2.76,1.47,potable
14.75,4.19,6.59,1182.82,801.12,9.2,0.03,6.61,0.02,47.33,59.16,3.73,22.89,108.17,44.48,42.95,0.44,potable
3.03,0.78,7.46,561.5,113.09,97.3,0.2,226.66,0.07,188.91,237.44,4.17,7.09,115.17,2.74,17.64,1.85,potable
13.23,3.13,6.98,805.12,183.59,71.28,0.19,32.45,0.12,94.47,55.99,2.82,20.26,97.08,23.38,3.93,0.51,potable
4.0,0.08,6.98,1481.59,980.41,100.22,0.1,216.83,0.29,197.36,329.67,1.22,52.02,148.88,42.29,28.21,0.67,potable
10.89,3.96,8.46,1396.29,480.58,163.49,0.07,41.17,0.1,25.45,327.48,1.62,92.96,74.41,18.88,7.69,1.93,potable
9.39,2.38,8.3,1269.33,950.46,250.92,0.04,10.01,0.13,143.18,96.02,0.41,15.95,94.48,14.2,33.8,2.11,potable
9.68,2.38,7.43,19.6,732.51,2.96,0.08,183.74,0.1,184.15,211.58,4.05,70.24,20.08,46.31,42.91,0.15,potable
7.68,1.97,8.4,601.74,831.91,132.06,0.1,198.59,0.13,121.75,215.16,3.76,64.95,30.05,37.15,8.85,0.69,potable
6.88,3.76,6.76,583.62,364.11,293.28,0.1,86.8,0.05,185.53,11.41,1.27,16.81,141.06,21.4,13.8,0.29,potable
5.26,3.71,6.68,1078.82,498.71,288.53,0.17,113.34,0.08,161.41,63.79,2.5,36.33,99.06,2.17,32.69,0.29,potable
12.52,3.41,8.47,793.9,219.46,75.56,0.09,161.45,0.07,115.77,246.9,2.05,7.75,110.35,44.84,2.0,0.73,potable
1.99,2.02,8.06,807.6,603.5,37.16,0.13,163.15,0.08,93.41,195.67,4.22,7.52,5.66,41.92,14.58,0.87,potable
13.22,2.0,7.24,1152.0,228.22,90.14,0.07,157.09,0.24,177.03,183.35,0.34,46.16,62.45,25.62,3.53,1.33,potable
12.55,2.06,7.78,234.42,294.16,172.35,0.01,88.12,0.03,125.82,281.89,4.47,17.95,137.95,1.51,28.65,1.65,potable
0.43,3.41,7.72,238.4,999.34,201.53,0.09,10.27,0.14,135.29,50.85,2.34,45.0,70.74,27.67,42.69,2.13,potable
13.71,2.74,7.89,368.54,774.12,253.6,0.19,161.17,0.06,141.53,62.25,4.36,39.35,34.76,29.91,41.74,0.47,potable
12.06,3.07,6.69,1400.73,213.77,263.42,0.08,122.87,0.07,50.74,84.03,1.58,31.28,88.04,16.44,37.84,0.35,potable
0.54,2.11,6.58,1013.17,690.16,196.55,0.11,147.3,0.09,136.41,96.22,0.34,80.1,99.66,15.02,13.9,1.8,potable
9.96,1.44,7.87,285.66,884.13,64.38,0.09,21.47,0.14,183.21,256.5,2.71,36.56,93.2,14.22,27.85,0.86,potable
13.08,3.54,6.73,1370.78,227.28,129.58,0.07,143.3,0.3,76.51,192.11,3.35,58.65,37.32,45.19,2.1,1.85,potable
12.09,1.86,8.27,463.16,3.87,131.5,0.1,126.87,0.04,117.49,225.92,1.84,81.97,55.61,0.22,40.54,1.25,potable
12.05,1.32,7.22,32.76,782.07,124.24,0.08,23.08,0.08,32.9,89.58,2.07,69.32,2.38,49.05,38.3,1.28,potable
3.09,0.66,7.17,474.68,41.59,45.57,0.18,73.02,0.12,24.12,45.35,0.77,73.09,70.31,23.66,18.7,1.18,potable
13.05,4.42,8.21,84.4,914.35,27.69,0.17,220.74,0.27,160.0,78.65,2.48,30.92,105.01,19.12,16.24,0.24,potable
14.45,4.65,7.14,335.94,492.03,95.65,0.14,189.12,0.15,64.65,381.66,4.1,57.4,92.69,34.12,28.3,0.31,potable
10.73,3.55,6.6,279.99,317.72,75.8,0.07,65.02,0.02,1.2,204.93,1.33,87.47,106.17,42.9,37.45,1.95,potable
6.49,3.45,7.46,431.69,819.38,204.16,0.04,109.59,0.04,18.33,197.75,3.76,98.64,27.63,25.39,39.87,1.88,potable
5.26,0.53,7.16,66.28,450.76,163.52,0.06,230.72,0.15,126.17,153.7,1.07,21.05,14.79,41.82,38.3,2.07,potable
3.53,1.81,7.49,855.98,908.91,122.62,0.0,222.13,0.04,80.76,232.64,3.22,69.6,21.86,44.6,1.34,1.89,potable
13.55,0.58,7.61,972.3,159.12,115.89,0.07,242.13,0.0,95.25,358.34,2.64,30.48,31.83,16.03,31.82,0.37,potable
14.6,1.49,8.23,221.57,902.39,214.09,0.04,52.73,0.02,133.36,302.18,2.3,14.43,48.04,41.83,31.25,0.72,potable
1.96,1.26,7.46,946.87,264.98,253.06,0.07,236.02,0.19,66.33,342.88,1.07,49.03,85.48,21.49,16.25,0.15,potable
6.39,0.61,7.42,1348.36,673.33,280.4,0.11,161.0,0.07,99.89,139.32,1.6,49.51,81.53,16.68,36.0,1.83,potable
1.67,0.27,7.28,743.0,513.47,99.67,0.2,139.25,0.21,97.65,156.96,3.15,69.03,99.37,4.7,10.82,2.07,potable
5.15,1.02,8.46,147.86,617.93,172.62,0.15,198.45,0.27,42.94,124.14,4.42,92.93,130.48,17.3,32.43,0.4,potable
1.55,0.01,6.9,1183.06,694.63,26.0,0.16,149.39,0.05,37.2,70.36,2.32,90.26,102.07,25.47,37.33,0.7,potable
10.82,1.34,7.17,1492.11,793.74,99.22,0.19,133.27,0.07,43.13,231.82,3.92,5.46,138.05,46.49,34.82,0.29,potable
2.61,1.88,8.27,669.94,554.13,159.68,0.17,153.12,0.17,78.69,97.89,1.3,45.87,0.12,24.39,15.49,1.63,potable
